Resumen generado por la IA,AI keywords,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Nombre,Entidad,Nueva?,Related 146 Oportunidades,Rollup,Total de nuevas
Gasworks (Londres) artistas arg.,,,https://www.recursosculturales.com/residencias-gasworks-londres/,,,,No,,,,Residencia Gasworks (Londres) para artistas argentinos,,0,,,
Gasworks para artistas arg.,,,https://hipermedula.org/2024/10/residencia-gasworks-para-artistas-argentinos/,,,,No,,,,Residencia Gasworks para artistas argentinos,,0,,,
Alta Costura Indígena 2025,Residencia para artistas,Canadá,https://www.recursosculturales.com/residencia-hibrida-de-alta-costura-indigena/,,,"November 27, 2024",Yes,,,,Residencia híbrida de Alta Costura Indígena – Creación y Adornos 2025 en Canadá,Resid. hibrida de Alta Costura Indígena,0,,,
Waka Kuyuy,teatro,Argentina,https://www.recursosculturales.com/residencia-waka-kuyuy/,,,"September 15, 2024",No,,,,Residencia Intercultural en Artes Escénicas Waka Kuyuy,,0,,,
,oportunidad para artistas,Estados Unidos,https://app.datarte.art/convocatorias/residencia-jthar,,,"July 30, 2024",No,,,,Residencia JTHAR,,0,,,
Mango: realidad en mapa virtual,Exhibiciones Virtuales,Argentina,https://www.arteinformado.com/agenda/f/reartealidad-la-realidad-de-nuestra-tierra-contada-por-artistas-en-un-mapa-virtual-234685,,,"January 25, 2025",Yes,,,,"Residencia Mango, la realidad de nuestra tierra contada por artistas en un mapa virtual",Resid.,0,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
Residencia Munich,"Becar Cultura, Becas de Intercambio, Residencia para artistas, oportunidad para artistas, programa de residencia",Alemania,https://www.revistamagenta.com/residencia-para-artistas-en-munich-2/,Ebenböckhaus y Salta,Artistas,"January 3, 2024",No,"51.16569, 10.451526",51.16569,10.451526,Residencia para artistas en Munich,,0,,,
"Reino Unido - Cierre: October 9, 2023",Residencia para artistas,,https://www.revistamagenta.com/residencia-para-artistas-en-reino-unido/,,,"October 9, 2023",No,,,,Residencia para artistas en Reino Unido,,0,,,
Artistas C.A.,"Residencia para artistas, Residencias Artísticas, oportunidad para artistas",,https://app.datarte.art/convocatorias/residencias-artistas-centroamerica-2024,,,"October 30, 2024",No,,,,Residencia para artistas radicados en Centroamérica,,0,,,
Invest. Fotógrafas y Videoart.,,,https://es.artealdia.com/Convocatorias/RESIDENCIA-PARA-LA-INVESTIGACION-SOBRE-FOTOGRAFAS-Y-VIDEOARTISTAS-MUJERES-Y-NO-BINARIAS,,,,No,,,,RESIDENCIA PARA LA INVESTIGACION SOBRE FOTOGRAFAS Y VIDEOARTISTAS MUJERES Y NO BINARIAS,,0,,,
Pastizal Llamado Final,,,https://es.artealdia.com/Convocatorias/RESIDENCIA-PASTIZAL-LLAMADO-FINAL-PARA-APLICAR,,,,No,,,,RESIDENCIA PASTIZAL LLAMADO FINAL PARA APLICAR,,0,,,
Un Balcón y Un Árbol,residencia de artistas,Argentina,https://hipermedula.org/2024/07/residencia-un-balcon-y-un-arbol/,,,"September 1, 2024",No,,,,Residencia Un Balcón y Un Árbol,,0,,,
Exposición Internacional Territorio,"Exposición Internacional, Residencia Internacional, Territorio",,https://www.recursosculturales.com/residencia-arte/,,,"September 1, 2024",No,,,,Residencia y Exposición Internacional sobre Territorio – 100% Virtual,,0,,,
2024,,,https://www.accioncultural.es/es/residencias-2024,,,"September 2, 2024",No,,,,Residencias 2024,,0,,,
ACE,Residencias Artísticas,,https://www.revistamagenta.com/residencias-ace/,,,"April 30, 2024",No,,,,Residencias ACE,,0,,,
R.A.R.O,"R.A.R.O, Residencias Artísticas",Colombia,https://www.revistamagenta.com/residencias-artisticas-r-a-r-o/,R.A.R.O,Artistas,"May 16, 2024",No,"4.5709, -74.2973",4.5709,-74.2973,Residencias Artísticas,,0,,,
"Fund. M.J. Jove, Univ. da Coruña","España, Residencias Artísticas",España,https://www.revistamagenta.com/residencia-artistica-en-espana/,Fundación María José Jove y la Universidade da Coruña,Artistxs,"June 14, 2024",No,"41.40338, 2.17403",41.40338,2.17403,Residencias artísticas en España,,0,,,
Centro De Arte FMJJ 2024,"Centro De Arte FMJJ, Residencias Artísticas",,https://www.recursosculturales.com/programa-de-residencias-artisticas-fmjj-en-la-coruna/,,,"August 30, 2024",No,,,,Residencias Artísticas Internacionales Centro De Arte FMJJ 2024,,0,,,
La Puebla 2024,,,http://macmorenogalvan.pueblacazalla.com/becas.php,,,"September 11, 2024",No,,,,Residencias artísticas La Puebla de Cazalla 2024,,0,,,
,,,https://www.revistamagenta.com/residencias-artisticas-r-a-r-o/,,,,No,,,,Residencias Artísticas R.A.R.O.  ,,0,,,
B-Murals,,,https://www.arteinformado.com/agenda/f/residencias-b-murals-231947,,,,No,,,,Residencias B-Murals,,0,,,
B-MURALS 2025,,,https://www.bmurals.com/convocatorias,,,"September 17, 2024",No,,,,RESIDENCIAS B-MURALS 2025,,0,,,
Creación 2025,,,https://app.datarte.art/convocatorias/residencias-artes-espana-2025,,,,No,,,,Residencias de Creación 2025,,0,,,
Exploración ACE,,,https://www.proyectoace.org/residencias/residencias-de-exploracion/,,,"August 1, 2024",No,,,,Residencias de Exploración,,0,,,
,,,https://www.proyectoace.org/residencias/residencias-de-produccion/,,,"August 2, 2024",No,,,,Residencias de Producción,,0,,,
Prácticas curatoriales,,,https://www.revistamagenta.com/residencias-en-practicas-curatoriales/,,,"May 24, 2024",No,,,,Residencias en prácticas curatoriales,,0,,,
Jiser 2024-2025,"Residencias, oportunidad para artistas, programa de residencia",Múltiples países,https://www.arteinformado.com/agenda/f/residencias-jiser-2024-2025-231208,,,"July 15, 2025",No,,,,Residencias Jiser 2024-2025,Residencias Jiser,0,,,
"Jiser 2024-2025 Sousse, Argel, Barcelona",Residencia para artistas,España,https://www.recursosculturales.com/residencias-jiser/,,,"July 15, 2024",No,,,,"Residencias Jiser de creación 2024-2025 en  Sousse, Argel y Barcelona",,0,,,
Litografía Centro Edición,,,chrome-error://chromewebdata/,,,"January 2, 2025",No,,,,Residencias Litografía Centro de Edición de Buenos...,,0,,,
,,,https://www.revistamagenta.com/residencias-serigraficas-en-argentina/,,,,No,,,,Residencias Serigráficas en Argentina,,0,,,
Artistas visuales 2025,Residencias Artísticas,España,https://hipermedula.org/2024/11/residencias-trimestrales-para-artistas-visuales-2025/,,,"November 25, 2024",Yes,,,,Residencias trimestrales para artistas visuales 2025,Hipermédula,0,,,
Jan Van Eyck,,,https://www.janvaneyck.nl/residency/about,,,"December 2, 2024",No,,,,RESIDENCY,,0,,,
Aplicación Artística,,,https://www.sienaart.org/,,,"October 2, 2024",No,,,,RESIDENCY APPLICATION,,0,,,
,,,https://www.bandadas.com/convocation,,,,No,,,,Residency at GlogauAIR in Berlin,,0,,,
,,,https://roundhousefoundation.org/pine-meadow-ranch/residencies/#application,,,,No,,,,Residency Program,,0,,,
Royal Photographic Society,fotografía,UK,https://www.recursosculturales.com/royal-photographic-society-becas-proyectos/,,,"August 1, 2024",No,,,,Royal Photographic Society abre su convocatoria de becas para proyectos,,0,,,
,,,https://www.dgartes.gov.pt/pt/noticia/7279,,,,No,,,,RTCP e COFAE promovem intercâmbio das artes performativas entre Portugal e Espanha | DGARTES,,0,,,
Curatorial 2025,Curaduría,España,https://www.arteinformado.com/agenda/f/sac-programa-de-residencia-curatorial-internacional-2025-234687,,,"March 1, 2025",Yes,,,,SAC Programa de Residencia Curatorial Internacional 2025,SAC,0,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
SAC-FiC 2025,"Residencia para artistas, oportunidad para artistas, programa de residencia",España,https://www.arteinformado.com/agenda/f/sac-fic-programa-de-residencias-2025-234010,,,"December 5, 2024",Yes,,,,SAC-FiC Programa de Residencias 2025,SAC-FiC,0,,,
Salón Anual Museo Sor Josefa,Artes Visuales,Argentina,https://hipermedula.org/2024/12/salon-anual-nacional-museo-sor-josefa-diaz-y-clucellas/,,Revisar,"December 17, 2024",Yes,,,,Salón Anual Nacional Museo Sor Josefa Díaz y Clucellas,Museo Sor Josefa Díaz y Clucellas,1,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
,,,https://drive.google.com/file/d/1EEs7UJ9o70RlndZrgDDys19ESwRxxD1r/edit,,,,No,,,,SALÓN DE ARTES VISUALES DEL MUSEO DEL CCLF 2024: L...,,0,,,
Salón Otoño Fotografía,fotografía,España,https://app.datarte.art/convocatorias/salon-otono-fotografia-2024,,,"July 31, 2024",No,,,,Salón de Otoño de Fotografía,,0,,,
Salón del Siglo & Medio,,,https://hipermedula.org/2024/09/salon-del-siglo-medio-pinturas-de-mar-del-plata/,,,,No,,,,Salón del Siglo & Medio: Pinturas de Mar del Plata,,0,,,
Salón Artes Visuales Entre Ríos,Artes Visuales,Argentina,https://hipermedula.org/2024/10/salon-provincial-de-artes-visuales-de-entre-rios-2024/,,,"October 15, 2024",No,,,,Salón Provincial de Artes Visuales de Entre Ríos 2024,,0,,,
Santander Emplea Cultura 11,"Premio Internacional, Santander Emplea Cultura, oportunidad para artistas",España,https://www.arteinformado.com/agenda/f/santander-emplea-cultura-11-edicion-233630,,,"November 6, 2024",Yes,,,,Santander Emplea Cultura - 11 edición,,0,,,
EMERGENCE(Y) Open Call,"Open Call, Premio Internacional, convocatoria",Australia,https://sciencegallery.org/opencall/emergence-y,,,"October 27, 2024",No,,,,Science Gallery Melbourne: EMERGENCE(Y) Open Call,,0,,,
,,,https://amlatina.contemporaryand.com/es/opportunities/science_technology_society/,,,,No,,,,science_technology_society,,0,,,
,,,https://carvingstudio.org/blogs/exhibitions/sculptfest24-call-to-artists,,,,No,,,,SculptFest24- Call to Artists,,0,,,
,,,https://www.facebook.com/profile.php?id=61560170404357,,,,No,,,,"Se organiza, artista",,0,,,
,,,https://open.spotify.com/playlist/5rdXnQLOpZD9G1ug2PHHju?si=oLfPe0RqRaS65CGFLweoSg&pi=e-CU5kijyqSFa0,,,,No,,,,"Se organiza, artista!",,0,,,
"Se Organiza, Artista!",,,https://www.threads.net/@seorganiza.artista/,,,,No,,,,"Se Organiza, Artista! (@seorganiza.artista) • Threads, Say more",Se Organiza,0,,,
"Se Organiza, Artista!",,,https://www.threads.net/@seorganiza.artista/,,,,No,,,,"Se Organiza, Artista! (@seorganiza.artista) on Threads",,0,,,
,,,https://seorganizaartista.substack.com/,,,,No,,,,"Se organiza, artista! | Chaiana Furtado | Substack",,0,,,
"Se organiza, artista!",,,https://www.linkedin.com/company/se-organiza-artista/,,,,No,,,,"Se organiza, artista! | LinkedIn",,0,,,
"Se Organiza, Artista! Podc",,,https://open.spotify.com/show/6FGCFxwnfLkej4gcLN3I33?si=wZFgcqbPQQmkfzvbtyEWqw&nd=1&dlsi=e83391cac9e34c77,,,,No,,,,"Se Organiza, Artista! Podcast",,0,,,
,,,https://www.europacriativa.eu/noticias/detalhe/1903-segunda-call-livemx-para-apoiar-o-sector-da-musica-aberta-ate-24-de-junho,,,,No,,,,Segunda call LIVEMX para apoiar o Sector da Música aberta até 24 de Junho,,0,,,
Direcció artística Fabra i Coats,,,https://www.arteinformado.com/agenda/f/seleccio-per-a-la-direccio-artistica-del-centre-dart-contemporani-fabra-i-coats-234041,,,,No,,,,Selecció per a la direcció artística del Centre d’Art Contemporani Fabra i Coats,Centre d’Art Contemporani Fabra i Coats,0,,,
Expo colectiva internacional,"Premio Internacional de Fotografía, convocatoria, exposición colectiva",México,https://app.datarte.art/convocatorias/expo-mex-yilaob-2024,,,"November 9, 2024",Yes,,,,Selección de obra para la 2° exposición colectiva internacional en línea,,0,,,
Self-Directed,Residencia para artistas,,https://centrum.org/program/artist-residencies/#self-directed,,,"July 1, 2024",No,,,,Self-Directed Residencies,,0,,,
Formación en Francia para artistas,"Becar Cultura, Becas de Intercambio, Becas de Maestría",Francia,https://www.revistamagenta.com/seminarios-de-formacion-en-francia/,Gobierno de Francia,Artistas,"March 18, 2024",No,"41.40338, 2.17403",41.40338,2.17403,Seminarios de Formación en Francia,,0,,,
Esclarecimento Estatuto Artistas,,,https://www.youtube.com/watch?v=8SBpOkck3U0,,,,No,,,,Sessão de esclarecimento sobre o Estatuto dos Profissionais da área da Cultura para Artistas Visuais,,0,,,
Podcasts dança cont. portuguesa,,,https://www.youtube.com/playlist?list=PLH8keOuiTmRWN-RvDJ0gzKrS5HHTS9ORv,,,,No,,,,Set-up: Podcasts da dança contemporânea portuguesa || 2ª edição,,0,,,
Shelter 2025 Nat. Open Exhib.,,,https://outsidein.org.uk/exhibition/shelter/,,,"December 3, 2024",No,,,,Shelter 2025 National Open Exhibition,Outside In,0,,,
SHIP - Soc. Hist. Ind. Ptg.,,,https://www.ship.pt/?fbclid=IwZXh0bgNhZW0CMTAAAR1yz4s9PIUe-e5DzNsEB3iOD_zBTM9luAIKd917hAFFPJkvNkgNmUUiBKw_aem_Jk9F-qNofINBumo1DV3oTw,,,,No,,,,SHIP – Sociedade Histórica da Independência de Portugal,,0,,,
,,,https://outdoorarts.pt/post/showcase-2024-candidaturas-abertas-para-edicao-presencial/,,,,No,,,,Showcase 2024 - Candidaturas abertas para edição presencial | Outdoor Arts Portugal,,0,,,
Showcases Internacionais,,,https://www.fundacaogda.pt/internacionalizacao/showcases-internacionais/,,,,No,,,,Showcases Internacionais - Fundação GDA,,0,,,
Shuttle - Pláka,,,https://plaka.porto.pt/pt/shuttle/,,,,No,,,,Shuttle - Pláka,,0,,,
Silence Awareness Existence,,,https://www.arteles.org/sae_residency.html,,,"August 2, 2024",No,,,,Silence Awareness Existence - Thematic residency p...,,0,,,
SINOPIA 2024,Residencia para artistas,,https://www.sinopia.gr/workshops,,,"July 1, 2024",No,,,,SINOPIA Residency Summer Program 2024,,0,,,
Small Works 2024,,,https://mainstreetartscs.org/exhibitions/small-works-2024/,,,"August 26, 2024",No,,,,Small Works 2024,,0,,,
Concurso Fotográfico,"Concurso Fotográfico Smithsonian, Premio Internacional de Fotografía, convocatoria",EEUU,https://www.recursosculturales.com/concurso-de-fotografia-smithsonian-photo-contest/,,,"December 2, 2024",Yes,,,,Smithsonian Photo Contest 2024 tiene abierta su convocatoria,Smithsonian,0,,,
Sofoco: Investigación y creación,investigación y creación,España,https://www.arteinformado.com/agenda/f/sofoco-residencia-nacional-de-investigacion-y-creacion-multimedia-2025-234236,,Destacar,"December 8, 2024",Yes,,,,Sofoco: Residencia nacional de investigación y creación multimedia - 2025,Sofoco,0,,,
The New Centre,,,https://es.artealdia.com/Convocatorias/SOLICITUDES-DE-BECAS-DE-THE-NEW-CENTRE-FOR-RESEARCH-PRACTICE,,,,No,,,,SOLICITUDES DE BECAS DE THE NEW CENTRE FOR RESEARCH PRACTICE,,0,,,
Exhibición en el Metaverso,"Arte Digital, Exhibición en el Metaverso, Metaverso",,https://circularartspace.co.uk/applications,,,"January 1, 2025",No,,,,SOLO EXHIBITION IN THE METAVERSE,Circular Art Space,0,,,
Exhibición individual,,,https://www.smackmellon.org/opportunities/solo-exhibition-proposals/,,,"January 2, 2025",No,,,,SOLO EXHIBITION PROPOSALS,,0,,,
Exhibiciones Virtuales,"Arte Virtual, Exhibiciones Virtuales, Plataforma de Arte",Virtual,https://www.artistichub.online/en/soloexhibition,,,"January 1, 2025",Yes,,,,Solo Virtual Exhibitions on Artistic Hub,Artistic Hub,0,,,
Sony Future Filmmkr Awards,Cine,EEUU,https://www.recursosculturales.com/sony-future-filmmaker-awards/,,,"December 12, 2024",Yes,,,,Sony Future Filmmaker Awards ofrece oportunidades a creadores y cineastas,Sony,0,,,
Sony World Photo Awards 2025,fotografía,Global,https://www.recursosculturales.com/sony-world-photography-awards-convocatoria/,,,"January 10, 2025",Yes,,,,Sony World Photography Awards abre su convocatoria 2025,Sony,0,,,
Spencer Foundation subvención,"Spencer Foundation, investigación en educación, subvenciones en educación",Estados Unidos,https://www.recursosculturales.com/fundacion-spencer-foundation-small-grants/,,,"September 11, 2024",No,,,,Spencer Foundation subvenciona proyectos de investigación en educación,,0,,,
,,,https://www.spie.org/community-support/international-day-of-light/idl-photo-contest,,,"September 17, 2024",No,,,,SPIE International Day of Light Photo Contest 2024,,0,,,
Spotify Podcasters,,,https://podcasters.spotify.com/pod/show/arquipelagocac,,,,No,,,,Spotify,,0,,,
Spotlight Awards 2024,,,https://www.productionparadise.com/spotlight-awards/,,,"August 2, 2024",No,,,,Spotlight Awards 2024,,0,,,
STARTS4WaterII,"Artistas, Residencia para artistas, oportunidad para artistas",,https://starts.eu/starts4waterii-residencies-call-for-artists/,,,"June 26, 2024",No,,,,STARTS4WaterII – Open Call for Artists – S+T+ARTS,,0,,,
Subsidios FNA (Argentina),,,https://www.revistamagenta.com/subsidios-del-fondo-nacional-de-las-artes/,,,,No,,,,Subsidios del Fondo Nacional de las Artes,,0,,,
Subsidios Gerda Henkel,,Alemania,https://www.argentina.gob.ar/subsidios-para-proyectos-de-investigacion-de-la-fundacion-gerda-henkel-en-alemania,,,,No,,,,Subsidios para proyectos de investigación de la Fundación Gerda Henkel en Alemania,,0,,,
Substand. St.: J. Morris & Ross,"Johnny Morris Road, Ross Road, Substandard Streets",EEUU,https://www.austintexas.gov/aipp,,,"October 23, 2024",No,,,,Substandard Streets: Johnny Morris Road & Ross Roa...,,0,,,
Biennials Connect Grants,"Residencias Artísticas, oportunidad para artistas, programa de residencia",,https://www.recursosculturales.com/biennials-connect-grants/,,,"September 22, 2024",No,,,,"Subvenciones de Biennials Connect Grants para artistas, festivales y bienales",,0,,,
Subv. Diversidade,,,https://www.futuroscriativos.org/oportunidades/lancamento-do-instrumento-de-subvencoes-diversidade/?fbclid=IwY2xjawF7ImpleHRuA2FlbQIxMAABHYPc-fiftjTpRtZgDqfm8TnCdl2ZOf6-80gqKNnC5Ss6uU4Ce8oN3WPi7Q_aem_vFJgMcPIjYv9O7zKaPsVsw,,,,No,,,,Subvenções DIVERSIDADE,Futuros Criativos,0,,,
SUGi x NAVA Fotografía 2024,fotografía,,https://site.picter.com/sugi-nava-photo-contest-2024,,,"July 1, 2024",No,,,,SUGi x NAVA Photography Contest 2024,,0,,,
Summer Dreams Art Chlg,,,https://www.soulstashstudio.com/,,,"August 2, 2024",No,,,,Summer Dreams Art Challenge,,0,,,
Suralita SURAM,,,https://www.recursosculturales.com/suram/,,,,No,,,,Suralita abre su convocatoria SURAM para música y mediación cultural en Manacor,,0,,,
